"name[Blue Spice], eatType[coffee shop], area[city centre]"	The Blue Spice is a coffee shop in the city centre that is not family-friendly.
"name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]"	At the riverside near Crowne Plaza Hotel is a pub called The Phoenix that serves French food and is not kid friendly. It has a moderate price range and a customer rating of 1 out of 5.
"name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]"	The Phoenix is a pub that serves French food in the moderate price range. It is located in the riverside area near Crowne Plaza Hotel. It is kid friendly and has a customer rating of 1 out of 5.
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]"	The Phoenix is a pub that serves French food in the city centre near Crowne Plaza Hotel. It has a high customer rating and is not child friendly.
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]"	If you are looking for a children friendly pub that serves French food in the city centre near Crowne Plaza Hotel then the Phoenix is a high priced pub with a customer rating of 5 out of 5.
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]"	"Located near Crowne Plaza Hotel in the riverside area, The Phoenix is a pub that serves French food and is not child friendly. It has a high customer rating and a price range of more than £30."
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]"	If you are looking for a children friendly pub near Crowne Plaza Hotel in the riverside area then The Phoenix serves French food. The price range is more than £30.  It has a customer rating of 5 out of 5.
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]"	"Located in the city centre near Crowne Plaza Hotel, The Phoenix is a pub that serves French food with a price range of more than £30. It is not child friendly and has a low customer rating."
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]"	In the city centre near Crowne Plaza Hotel is a pub called The Phoenix. It serves French food and is children friendly and has a low customer rating.
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]"	"Located near Crowne Plaza Hotel in the riverside area, The Phoenix is a pub that serves French food with a price range of more than £30. It is not child friendly and has a low customer rating."
"name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]"	Near Crowne Plaza Hotel in the riverside area is a pub called The Phoenix. It is children friendly and has a low customer rating.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine is a cheap restaurant called The Phoenix that is family friendly.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	"If you are looking for a high priced Fast food restaurant in the city centre near Raja Indian Cuisine, then The Phoenix is not child friendly."
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a children friendly restaurant that serves Fast food in the high price range. It is located in the city centre near Raja Indian Cuisine.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	In the riverside area near Raja Indian Cuisine is a high priced Fast food restaurant called The Phoenix.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a high priced restaurant The Phoenix located near Raja Indian Cuisine in the riverside area. It is child friendly.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	"Located in the city centre near Raja Indian Cuisine, The Phoenix is a Fast food restaurant with a price range of less than £20."
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a family-friendly restaurant called The Phoenix that serves Fast food for less than £20. It is located in the city centre near Raja Indian Cuisine.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	There is a restaurant called The Phoenix that serves Fast food in the riverside area near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a family friendly restaurant that serves Fast food for less than £20. It is located near Raja Indian Cuisine in the riverside area.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]"	In the city centre near Raja Indian Cuisine is a Fast food restaurant called The Phoenix. It is not kid friendly and has a moderate price range.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a moderately priced Fast food restaurant located in the city centre near Raja Indian Cuisine. It is kid friendly.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]"	Near Raja Indian Cuisine is a restaurant called The Phoenix that serves Fast food at a moderate price range. It is not kid friendly.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	If you are looking for a moderately priced Fast food restaurant in the riverside area then the Phoenix is kid friendly.
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	The Phoenix is a restaurant that serves Fast food in the riverside area near Raja Indian Cuisine. It is child friendly and has a price range of more than £30.
"name[The Phoenix], eatType[restaurant], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	A kid friendly restaurant near Raja Indian Cuisine in the riverside area is The Phoenix. It serves French food and has a price range of £20-25.
"name[The Phoenix], eatType[restaurant], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	There is a cheap restaurant The Phoenix located near Raja Indian Cuisine in the riverside area. It serves French food.
"name[The Phoenix], eatType[restaurant], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]"	"Located near Raja Indian Cuisine in the riverside area, The Phoenix is a high priced restaurant that serves French food."
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]"	The Phoenix is a Indian restaurant with a high customer rating and a price range of £20-25. It is located in the city centre near Crowne Plaza Hotel.
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]"	If you are looking for a kid friendly restaurant that serves Indian food in the £20-25 price range is The Phoenix. It is located in the city centre near Crowne Plaza Hotel.
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]"	"Located near Crowne Plaza Hotel in the riverside area, The Phoenix is a highly rated Indian restaurant with a price range of £20-25."
"name[The Phoenix], eatType[restaurant], food[Indian], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]"	The Phoenix is a restaurant that serves Indian food in the £20-25 price range. It is located in the riverside area near Crowne Plaza Hotel. It is kid friendly and has a high customer rating.
