'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is in city centre and it is a coffee shop.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in riverside near Raja Indian Cuisine, it is a japanese restaurant and kid friendly and it is expensive.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's near Raja Indian Cuisine in city centre, it is a japanese restaurant and it is n 't family friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's near Raja Indian Cuisine in city centre and it is a japanese restaurant and family friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a japanese restaurant and it is n 't kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs less than £20, it 's near Raja Indian Cuisine in riverside, it is a japanese restaurant and family friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is near Raja Indian Cuisine in city centre, it is a japanese restaurant and moderately priced and it is n 't kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in city centre near Raja Indian Cuisine, it is a japanese restaurant and kid friendly and it is moderately priced.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers is near Raja Indian Cuisine in riverside, it is a japanese restaurant and moderately priced and it is n 't kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers is in riverside near Raja Indian Cuisine, it is a japanese restaurant and kid friendly and it is moderately priced.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's near Raja Indian Cuisine in city centre, it is a japanese restaurant and it is n 't family friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's near Raja Indian Cuisine in city centre and it is a japanese restaurant and family friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's near Raja Indian Cuisine in riverside, it is a japanese restaurant and it is n 't kid friendly.'
'name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Wrestlers costs more than £30, it 's near Raja Indian Cuisine in riverside, it is a japanese restaurant and it is kid friendly.'
'name[Wildwood], eatType[coffee shop], area[riverside]'	'Wildwood is in riverside and it is a coffee shop.'
'name[Wildwood], eatType[pub], area[riverside]'	'Wildwood is in riverside and it is a pub.'
'name[Wildwood], eatType[pub], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is in riverside near Raja Indian Cuisine, it is a pub and it is kid friendly and a french restaurant.'
'name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a pub, it is in city centre near Raja Indian Cuisine, it is an indian restaurant and it is n 't kid friendly.'
'name[Wildwood], eatType[pub], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is in city centre near Raja Indian Cuisine, it is an indian restaurant and family friendly and it is a pub.'
'name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is in riverside near Raja Indian Cuisine, it is a pub, it is an indian restaurant and it is n 't kid friendly.'
'name[Wildwood], eatType[pub], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is in riverside near Raja Indian Cuisine, it is an indian restaurant and family friendly and it is a pub.'
'name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a pub, it is in city centre near Raja Indian Cuisine, it is an italian restaurant and it is n 't kid friendly.'
'name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is in city centre near Raja Indian Cuisine, it is an italian restaurant and family friendly and it is a pub.'
'name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is in riverside near Raja Indian Cuisine, it is an italian restaurant, it is a pub and it is n 't kid friendly.'
'name[Wildwood], eatType[pub], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is in riverside near Raja Indian Cuisine, it is an italian restaurant and family friendly and it is a pub.'
'name[Wildwood], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a french restaurant and kid friendly, it is in riverside near Raja Indian Cuisine and it is a restaurant.'
'name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is near Raja Indian Cuisine in city centre, it is an indian restaurant and it is n 't family friendly.'
'name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is in city centre near Raja Indian Cuisine, it is an indian restaurant and family friendly and it is a restaurant.'
'name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is in riverside near Raja Indian Cuisine, it is an indian restaurant and it is n 't kid friendly.'
'name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is an indian restaurant and kid friendly, it is in riverside near Raja Indian Cuisine and it is a restaurant.'
'name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is near Raja Indian Cuisine in city centre, it is an italian restaurant and it is n 't family friendly.'
'name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is an italian restaurant and kid friendly, it is in city centre near Raja Indian Cuisine and it is a restaurant.'
'name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is in riverside near Raja Indian Cuisine, it is an italian restaurant and it is n 't kid friendly.'
'name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is in riverside near Raja Indian Cuisine, it is an italian restaurant and kid friendly and it is a restaurant.'
'name[Zizzi], eatType[coffee shop], area[riverside]'	'Zizzi is in riverside and it is a coffee shop.'
'name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]'	'Zizzi is near Burger King with an average rating and it is a coffee shop.'
'name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]'	'Zizzi is near Burger King with a high rating and it is a coffee shop.'
'name[Zizzi], eatType[coffee shop], near[The Sorrento]'	'Well, Zizzi is near The Sorrento, it is a coffee shop.'
'name[Zizzi], eatType[pub], area[riverside]'	'Zizzi is in riverside and it is a pub.'
'name[Zizzi], eatType[pub], customer rating[average], near[Burger King]'	'Zizzi is near Burger King with an average rating and it is a pub.'
'name[Zizzi], eatType[pub], customer rating[high], near[Burger King]'	'Zizzi is a pub with a high rating and it is near Burger King.'
'name[Zizzi], eatType[pub], near[The Sorrento]'	'Zizzi is near The Sorrento and it is a pub.'
