'name[Blue Spice], eatType[coffee shop], area[city centre]'	'In the city centre Blue Spice is a coffee shop with a price range of more than £30.'
'name[Wildwood], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly french restaurant in the riverside area near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non-family friendly indian restaurant located in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Indian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly indian restaurant in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non-family friendly indian restaurant in the riverside area near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Indian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family friendly indian restaurant in the riverside area near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non-family-friendly italian restaurant located in the city centre near the Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family-friendly italian restaurant in the city centre near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'Wildwood is a non family-friendly italian restaurant in the riverside area near Raja Indian Cuisine.'
'name[Wildwood], eatType[restaurant], food[Italian], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'Wildwood is a family-friendly italian restaurant in the riverside area near Raja Indian Cuisine.'
'name[Zizzi], eatType[coffee shop], area[riverside]'	'Zizzi is a high priced coffee shop in the riverside area.'
'name[Zizzi], eatType[coffee shop], customer rating[average], near[Burger King]'	'Zizzi is an average rated coffee shop near Burger King.'
'name[Zizzi], eatType[coffee shop], customer rating[high], near[Burger King]'	'Zizzi is a coffee shop located near Burger King with a high customer rating.'
'name[Zizzi], eatType[coffee shop], near[The Sorrento]'	'Zizzi is a coffee shop located near The Sorrento.'
'name[Zizzi], eatType[pub], area[riverside]'	'By the riverside is a pub called Zizzi.'
'name[Zizzi], eatType[pub], customer rating[average], near[Burger King]'	'Zizzi is a pub near Burger King with an average customer rating.'
'name[Zizzi], eatType[pub], customer rating[high], near[Burger King]'	'Zizzi is a pub near Burger King with a high customer rating.'
'name[Zizzi], eatType[pub], near[The Sorrento]'	'Near The Sorrento is a pub named Zizzi.'
