src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french pub located in the city centre near Café Sicilia. It is not child friendly and has a customer rating of 3 out of 5 and has a moderate price range.	0.7009	0.7098	6.2821	0.4126	0.6286	1.8437
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a family-friendly french pub in the city centre near Café Sicilia. It has a customer rating of 3 out of 5 and a price range of £20-25.	0.5455	0.5604	5.6070	0.4107	0.6964	2.3850
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french pub near Café Sicilia in riverside. It has a customer rating of 3 out of 5 and a moderate price range. It is not kid friendly.	0.5852	0.6005	6.1603	0.3934	0.6185	1.9412
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	With a customer rating of 3 out of 5, The Phoenix is a kid friendly french pub in riverside near Café Sicilia.	0.5311	0.5550	5.0724	0.3899	0.4611	1.1561
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	With a price range of £20-25, The Phoenix is a kid friendly pub serving french food. It has a customer rating of 3 out of 5 and is located near Crowne Plaza Hotel in riverside.	0.4922	0.5067	6.1202	0.4227	0.5533	1.3473
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub providing french food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.	0.4280	0.4471	5.0580	0.4015	0.3700	1.7878
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a kid friendly french pub with a price range of £20-25 and a high customer rating. It is located in the city centre near the Crowne Plaza Hotel.	0.5879	0.6017	6.0647	0.4261	0.6577	1.2793
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub near the Crowne Plaza Hotel in the riverside area. It has a high customer rating and a price range of £20-25 and is not kid friendly.	0.6068	0.6179	6.0851	0.4393	0.5373	2.9590
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a kid friendly french pub with a price range of £20-25 and a high customer rating. It is located in the riverside area near Crowne Plaza Hotel.	0.6125	0.6261	6.7758	0.3855	0.5625	0.9707
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap, family friendly french pub near Raja Indian Cuisine in the riverside area.	0.5879	0.6165	4.8918	0.4366	0.7701	2.5137
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap french pub near the Crowne Plaza Hotel. It is not family-friendly and has a customer rating of 5 out of 5.	0.7405	0.7517	6.5934	0.3663	0.5872	2.0250
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap, family-friendly french pub in the city centre near Crowne Plaza Hotel with a customer rating of 5 out of 5.	0.5715	0.5912	5.6701	0.4142	0.6626	1.8721
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap french pub near Crowne Plaza Hotel in the riverside area. It has a customer rating of 5 out of 5 and is not family-friendly.	0.5082	0.5253	5.4823	0.4235	0.5989	1.7285
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap, family-friendly french pub with a customer rating of 5 out of 5. It is located in the riverside area near Crowne Plaza Hotel.	0.7522	0.7616	7.2788	0.5167	0.7114	1.7490
name[The Phoenix], eatType[pub], food[French], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly french pub near Raja Indian Cuisine in the riverside area with a high price range.	0.3999	0.4343	3.9270	0.3946	0.5390	2.4176
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a high priced french restaurant located in the city centre near Crowne Plaza Hotel. It is not child friendly and has a customer rating of 3 out of 5.	0.8509	0.8557	6.8731	0.5228	0.7760	2.8594
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a children friendly french pub in the city centre near Crowne Plaza Hotel. It has a high price range and a customer rating of 3 out of 5.	0.8234	0.8295	6.3316	0.5544	0.7097	3.2572
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub near Crowne Plaza Hotel in riverside. It has a customer rating of 3 out of 5 and a high price range. It is not child friendly.	0.7310	0.7389	6.3397	0.4602	0.7153	1.7911
name[The Phoenix], eatType[pub], food[French], priceRange[high], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a children friendly french pub in riverside near Crowne Plaza Hotel. It has a customer rating of 3 out of 5 and a high price range.	0.6160	0.6283	6.7699	0.4937	0.7537	1.5118
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a pub providing french food in the less than £20 price range. It is located in the riverside. It is not family-friendly and has an average customer rating. It is located near the Crowne Plaza Hotel.	0.3008	0.3242	4.0046	0.3920	0.4555	0.2293
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family-friendly pub located in the city centre near the Crowne Plaza Hotel. It serves french food for less than £20 and has an average customer rating.	0.5354	0.5522	5.6065	0.4261	0.5590	2.3587
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub in the riverside area near Crowne Plaza Hotel. It has an average customer rating and a price range of less than £20 and is not family-friendly.	0.5606	0.5742	6.2802	0.4430	0.6650	1.0090
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[average], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family friendly pub located near the Crowne Plaza Hotel in the riverside area. It serves french food for less than £20 and has an average customer rating.	0.8008	0.8080	8.0374	0.4879	0.6459	1.5716
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub with a price range of less than £20 near Crowne Plaza Hotel in the city centre. It has a low customer rating and is not family-friendly.	0.5801	0.5930	6.3570	0.3974	0.5407	2.0323
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family-friendly french pub in the city centre near Crowne Plaza Hotel. It has a low customer rating and a price range of less than £20.	0.6754	0.6860	6.4614	0.3959	0.5545	2.1441
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub near Crowne Plaza Hotel in the riverside area. It is not family-friendly and has a low customer rating and a price range of less than £20.	0.5658	0.5835	7.2310	0.3451	0.5636	1.4000
name[The Phoenix], eatType[pub], food[French], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a family friendly pub that serves french food for less than £20 near Crowne Plaza Hotel in the riverside area. It has a low customer rating.	0.7024	0.7143	7.6691	0.4446	0.7366	0.9413
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced french pub in the city centre near Crowne Plaza Hotel. It has a customer rating of 1 out of 5 and is not kid friendly.	0.8350	0.8403	5.7224	0.5103	0.8239	3.7647
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub providing french food in the moderate price range. It is located in the city centre near Crowne Plaza Hotel. It has a customer rating of 1 out of 5 and is kid friendly.	0.7046	0.7127	5.9499	0.4594	0.7249	2.6973
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced french pub in the riverside area near Crowne Plaza Hotel. It has a customer rating of 1 out of 5 and is not kid friendly.	0.2519	0.2801	3.5833	0.3974	0.5668	0.3443
name[The Phoenix], eatType[pub], food[French], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a moderately priced, kid friendly french pub near the Crowne Plaza Hotel. It has a customer rating of 1 out of 5.	0.8288	0.8355	6.7860	0.4342	0.6798	1.1890
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub located in the city centre near Crowne Plaza Hotel. It has a high price range and a customer rating of 5 out of 5. It is not child friendly.	0.5250	0.5388	4.3890	0.4285	0.6357	1.7348
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a french pub located in the city centre near Crowne Plaza Hotel. It has a high price range and a customer rating of 5 out of 5. It is family-friendly.	0.6232	0.6328	6.1824	0.4875	0.7104	1.6585
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub in the riverside area near Crowne Plaza Hotel. It has a customer rating of 5 out of 5 and a price range of more than £30. It is not child friendly.	0.7949	0.8006	6.9759	0.4980	0.6579	2.1173
name[The Phoenix], eatType[pub], food[French], priceRange[more than £30], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a children friendly french pub with a price range of more than £30. It has a customer rating of 5 out of 5 and is located near Crowne Plaza Hotel in the riverside area.	0.5910	0.6022	6.8128	0.3828	0.6284	0.9948
